Facility Name,Location Address,Location Address2,City,State,Zip Code,County,Region,Phone Number,Owner Name,Owner Type,Activity Desc,Activity Number,Active,East Coordinate,North Coordinate,Accuracy Code,Waste Types,Authorization Number,Authorization Issue Date,Expiration Date,Georeference
Kurrass Materials Inc (East Patchogue Contracting Corp),90 Barthold Ave.,,East Patchogue,NY,11772,Suffolk,1,6312860080,Norman K. Kurrass,Private,C&D processing - registration,[52W45R],Yes,672189,4514814,4.3 - Utilization of Digital Orthophoto Quads,Asphalt;Brick;Concrete;Soil (Clean);Rock,52W45R,07/26/1996,,"90 Barthold Ave.
East Patchogue, NY 11772
(40.76661, -72.96137)"
Allocco Recycling Ltd (Kingsland Ave),540 Kingsland Avenue,,Brooklyn,NY,11222,Kings,2,7183493094,Michael Allocco,Private,C&D processing - registration,[24WA3],Yes,589120,4509887,2.1 - NYSDEC 100 m grid collection,Asphalt;Concrete;Metals (Ferrous);Metals (Non-Ferrous);Rock;Sand;Soil (Clean);Commingled Paper;Brick;Magazines;Newspaper;Office Paper,24WA3,,,"540 Kingsland Avenue
Brooklyn, NY 11222
(40.73493, -73.94512)"
Huntington Recycling Center and Transfer Station,641 New York Ave,,Huntington,NY,11743,Suffolk,1,6314276377,Town of Huntington,Municipal,Transfer facility - less than 50 tpd - registration,[52T10249],Yes,632986,4524636,4.3 - Utilization of Digital Orthophoto Quads,Yard Trimmings,52-0249,03/12/2025,03/11/2030,"641 New York Ave
Huntington, NY 11743
(40.86103, -73.42167)"
HEIDELBERG MATERIALS NORTHEAST - NY LLC SKANEATELES PLANT,4800 State Street Road(NYS Route 321),,Skaneateles,NY,13060,Onondaga,7,3156853321,HEIDELBERG MATERIALS NORTHEAST - NY LLC,Private,CDDHRF - storage only- concrete brick rock asphalt pavement - registration,[34C10013],Yes,384319,4762388,4 - GIS Assisted,Asphalt;Concrete,34C10013,12/19/2023,01/14/2029,"4800 State Street Road(NYS Route 321)
Skaneateles, NY 13060
(43.00589, -76.41998)"
Supreme Auto Parts & Service; Inc.,1625 Olean-Portville Road,,Olean,NY,14760,Cattaraugus,9,7163720830,Thomas Blicharz,Private,Waste tire storage - Dealer,[05K13],Yes,219186,4663184,4.2 - Utilization of GIS and existing spatial data,Waste Tires,05K13,12/27/2010,,"1625 Olean-Portville Road
Olean, NY 14760
(42.0709, -78.39383)"
Washington TS (T),711 Route 343,,Millbrook,NY,12545,Dutchess,3,8456773419,Town of Washington,Municipal,Transfer facility - less than 50 tpd - registration,[14T10002],Yes,613224,4625486,,MSW (Residential/Institutional & Commercial);Commingled Paper & Containers;Metals (Ferrous & Non-Ferrous),14R10002,08/29/2024,08/28/2029,"711 Route 343
Millbrook, NY 12545
(41.77151, -73.641)"
Niagara Organics,5500 Lockport Road,,Lockport,NY,14094,Erie,9,,Graham Bros Enterprises LLC,,Composting - yard trimmings - registration,[32P10035],Yes,195961,4782310,,Yard Trimmings,32P10035,08/12/2025,08/12/2030,"5500 Lockport Road
Lockport, NY 14094
(43.13312, -78.73761)"
Hastings Main West,NYS Route 11,,Hastings,NY,13076,Oswego,7,3154335115,Syracuse Sand & Gravel; LLC,Private,CDDHRF - concrete; rock; brick; asphalt pavement or millings - registration,[38C90015],Yes,405665,4799751,1.1 - Obtained from original submission and unverified process,Brick;Concrete;Asphalt Pavement;Rock,38C90015,07/12/2024,07/11/2029,
Metro Metals Recycling - Sodeman Rd,434 Sodeman Road,,Middle Grove,NY,12850,Saratoga,5,5183781324,Charles VanHall,,VDF - registration,[46V50031],Yes,590047,4769670,,End of Life Vehicles VDFs,46V50031,12/28/2022,12/27/2027,"434 Sodeman Road
Middle Grove, NY 12850
(43.0737, -73.8938)"
Norfolk LCD,Town of Norfolk,Joy Road,Norfolk,NY,13667,St. Lawrence,6,3153844911,Town of Norfolk,Municipal,Landfill - land clearing debris,[45D04],Yes,503995,4963185,4.3 - Utilization of Digital Orthophoto Quads,,45D04,10/06/2005,,
Real City Auto Glass Inc,1213 Randall Avenue,,Bronx,NY,10474,Bronx,2,7188616555,Real City Auto Glass; Inc.,,VDF - registration,[03V50127],Yes,593635,4518462,4.2 - Utilization of GIS and existing spatial data,End of Life Vehicles VDFs,03V50127,11/13/2020,11/12/2025,"1213 Randall Avenue
Bronx, NY 10474
(40.81166, -73.8897)"
High Acres Yard Waste Composting and Wood Chipping Facility,Wayneport Road,,Macedon,NY,14502,Wayne,8,5854216210,Waste Management of New York LLC,Private,Composting - yard waste - permit,[59PP0001],Yes,306354,4773375,4.3 - Utilization of Digital Orthophoto Quads,Yard Trimmings;Wood (Chips);Source Separated Organic Waste (SSOW),8-9908-00162/00021,10/21/2018,10/20/2028,
RCSD Biosolids Dryer,RCSD #1 WWTP,Foot of Water St.,Rensselaer,NY,12180,Rensselaer,4,5182832235,Rensselaer County Sewer District,,Composting - biosolids/other - permit,[42PP1702],Yes,605437,4726424,1 - No accuracy stated,Biosolids,,,,
Gernatt Asphalt Products; Inc. - Westfield Plant,7802 Persons Road,,Westfield,NY,14787,Chautauqua,9,7167933371,Gernatt Asphalt Products; Inc.,Private,CDDHRF - concrete; rock; brick; asphalt pavement or millings - registration,[07C90068],Yes,123647,4697437,,Brick;Concrete;Asphalt Millings;Asphalt Pavement,07C90068,04/03/2025,04/03/2030,"7802 Persons Road
Westfield, NY 14787
(42.33893, -79.5692)"
Brighton (T) C&D Landfill,444 Browncroft Blvd,,Rochester,NY,14610,Monroe,8,5852889205,Town of Brighton,Municipal,Landfill - land clearing debris,[28D07],Yes,293866,4781457,,,28D07,09/22/1994,,"444 Browncroft Blvd
Rochester, NY 14610
(43.15756, -77.5373)"
Alexandria (T) Land Clearing Landfill,Barn Settlement Road,,Alexandria Bay,NY,13607,Jefferson,6,3154829519,Town of Alexandria,Municipal,Landfill - land clearing debris,[23D22],Yes,429802,4910628,4.1 - Address Matching,,23D22,04/03/1995,,
Benny's Auto Salvage,2540 Degroff Road,,Nunda,NY,14517,Livingston,8,5854685551,Benjamin Wilkins,Private,Scrap metal processor - registration,[26V30022],Yes,262450,4720200,1 - No accuracy stated,End of Life Vehicles VDFs;Scrap Metal - Aluminum ;Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous ;Stainless Steel;Waste Tire,26V30022,10/08/2021,10/08/2026,"2540 Degroff Road
Nunda, NY 14517
(42.59631, -77.89534)"
Winters Bros Waste Systems of LI LLC Glen Cove Facility,100 Morris Ave,,Glen Cove,NY,11542,Nassau,1,5166711911,,,Transfer facility - permit,[30TP0130],Yes,614764,4523983,4.2 - Utilization of GIS and existing spatial data,MSW (Residential/Institutional & Commercial);Brick;Concrete;Construction & Demolition Debris;Tree Debris,1-2805-00105/00001,03/23/2020,03/22/2025,"100 Morris Ave
Glen Cove, NY 11542
(40.85781, -73.63997)"
Human Urine Research and Demonstration Facility (HURD),23 Bills Lane,,Jay,NY,12941,Essex,5,5183541455,ADK Action,Private,Research Development & Demonstration - registration,[16Z10018],Yes,600687,4914993,1.1 - Obtained from original submission and unverified process,Food Processing Waste,16Z10018,08/19/2024,08/18/2026,"23 Bills Lane
Jay, NY 12941
(44.38058, -73.73537)"
Superior Disposal TS,1180 Elmira Road,,Newfield,NY,14867,Tompkins,7,6072773000,Casella Waste Management NY,Private,RHRF - registration,[55R20011],Yes,371400,4694500,,Metals (Ferrous);Metals (Non-Ferrous),55R20011,11/02/2022,05/03/2028,"1180 Elmira Road
Newfield, NY 14867
(42.39111, -76.56213)"
Speonk Earth Recycling LLC,60 5th Ave,,Speonk,NY,11972,Suffolk,1,6315868300,Alexander Porto,Private,Composting - yard trimmings - registration,[52PE0319],Yes,694225,4523423,4.3 - Utilization of Digital Orthophoto Quads,,52-0319,09/10/2020,09/09/2025,"60 5th Ave
Speonk, NY 11972
(40.83877, -72.6935)"
Richmond Auto LLC,87-71 130th Street,,Richmond Hill,NY,11418,Queens,2,7188056136,Richmond Auto; LLC,Private,VDF - registration,[41V50133],Yes,599590,4506115,4.2 - Utilization of GIS and existing spatial data,End of Life Vehicles VDFs,41V50133,03/05/2025,03/04/2030,"87-71 130th Street
Richmond Hill, NY 11418
(40.69974, -73.82128)"
SM Gallivan Aggregates LLC,191 Watervliet Shaker Road,,Watervliet,NY,12189,Albany,4,,SM Gallivan Aggregates LLC,Private,CDDHRF - uncontaminated unadulterated wood - registration,[01C51802],Yes,605147,4730660,1 - No accuracy stated,Wood (Unadulterated),01C51802,06/24/2022,06/23/2027,"191 Watervliet Shaker Road
Watervliet, NY 12189
(42.72087, -73.71612)"
A & T Consultants TS,29 Broad Street,,Binghamton,NY,13904,Broome,7,6077243805,Elbert Adams,Private,Transfer facility - permit,[04TP0001],Yes,426406,4663702,4.2 - Utilization of GIS and existing spatial data,Construction & Demolition Debris;MSW (Residential/Institutional & Commercial),7-0302-00129/00001,11/05/2019,11/04/2029,"29 Broad Street
Binghamton, NY 13904
(42.12249, -75.89011)"
FDA Labs,158-15 Liberty Ave,,Jamaica,NY,11433,Queens,2,7183407178,,,RMW - permit,[41JP0123],Yes,601443,4506214,1 - No accuracy stated,Regulated Medical Waste,,09/04/2025,09/03/2035,"158-15 Liberty Ave
Jamaica, NY 11433
(40.7006, -73.7988)"
Calgon Carbon Corporation - 830 River Road,830 River Road,,North Tonawanda,NY,14120,Niagara,9,7165319113,Calgon Carbon Corporation,Private,Combustion - alternative fuel storage - registration,[32B40002],Yes,183208,4772721,4.2 - Utilization of GIS and existing spatial data,Spent Activated Carbon,32B40002,11/28/2023,11/28/2028,"830 River Road
North Tonawanda, NY 14120
(43.04162, -78.8889)"
Williamson Services,12988 North Croghan Road,,Natural Bridge,NY,13665,Lewis,6,3156444000,Williamson Services LLC,Private,Transfer facility - permit,[25TP0015],Yes,460533,4878986,4 - GIS Assisted,Construction & Demolition Debris;MSW (Residential/Institutional & Commercial),6-2324-00118/00002,04/21/2023,04/20/2028,"12988 North Croghan Road
Natural Bridge, NY 13665
(44.06346, -75.49277)"
Donjon Recycling,2453 Arthur Kill Road,,Staten Island,NY,10309,Richmond,2,7189844100,DonJon Marine Co.; Inc.,Private,RHRF - exempt (non-VDF),[43M00],Yes,566228,4489616,,,,,,"2453 Arthur Kill Road
Staten Island, NY 10309
(40.55452, -74.21772)"
Truckin' Construction Corp.,450 Shore Road,,Glenwood Landing,NY,11547,Nassau,1,5166743943,David & JoAnn Johansen,Private,CDDHRF - concrete rock brick - registration,[30C10138],Yes,613941,4521119,4.3 - Utilization of Digital Orthophoto Quads,Concrete;Brick,30C10138,02/23/2021,02/22/2026,"450 Shore Road
Glenwood Landing, NY 11547
(40.83368, -73.64887)"
Taylor Transfer Station Owego,352 Glenmary Drive,,Owego,NY,13827,Tioga,7,6076876710,Robert Taylor,Private,RHRF - permit,[54M04],Yes,392976,4661606,3.1 - Sportsman Hand-Held Unit (w/ Selective Availability on),Source Separated Recyclables (Metal/Glass/Paper/Plastic);Electronics,7-4936-00023/00001,09/27/2016,09/29/2026,"352 Glenmary Drive
Owego, NY 13827
(42.10027, -76.29464)"
Emerson Recycling Corp,63-65 Emerson Place,,Brooklyn,NY,11205,Kings,2,7186221799,Stephen Leone,Private,RHRF - registration,[24R30155],Yes,587665,4505510,4.2 - Utilization of GIS and existing spatial data,Textiles;Plastics;Paper / Cardboard,24R30155,11/21/2023,11/20/2028,"63-65 Emerson Place
Brooklyn, NY 11205
(40.69581, -73.96257)"
Fishers Island Waste Management District Transfer Station,58 Town Road,,Fishers Island,NY,6390,Suffolk,1,6317887455,Fishers Island Waste Management District,Municipal,Transfer facility - less than 50 tpd - registration,[52T10231],Yes,749526,4571420,4.3 - Utilization of Digital Orthophoto Quads,MSW (Residential/Institutional & Commercial);Commingled Plastics;Corrugated Cardboard;Electronics;Tin & Aluminum Containers;Commingled Paper;Container Glass,52T10231,02/13/2025,02/12/2030,
Organic Renewal LLC,Organic Recycling; Inc.,PO Box 544; 895 Pulaski Highway,Goshen,NY,10924,Orange,3,8456514177,Environmental Farms; LLC,,Composting - yard waste - permit,[36PP0001],Yes,550015,4576852,,Yard Trimmings,3-3330-00082/00005,08/24/2021,08/23/2026,
Cicero Ready Mix Plant And Aggregate Storage Facility,770 Northern Boulevard,,Cicero,NY,13057,Onondaga,7,3154335115,Riccelli Northern LLC,Private,CDDHRF - asphalt pavement and millings - registration,[34C20077],Yes,411719,4777347,1 - No accuracy stated,Asphalt Millings;Asphalt Pavement,34C20077,02/07/2020,02/06/2025,
East Murtagh Hill Road LCD Lf,Murtagh Hill Road,,Altona,NY,12910,Clinton,5,5185634188,George J. Barber,Municipal,Landfill - land clearing debris,[10D09],Yes,612127,4961428,1 - No accuracy stated,Land Clearing Debris,10D09,,,
2550 Manitou Road LLC,Manitou Road,,Gates,NY,14559,Monroe,8,5853703452,2550 Manitou Road LLC,Private,CDDHRF - gypsum wallboard - registration,[28C40028],Yes,276286,4782537,4.2 - Utilization of GIS and existing spatial data,Construction & Demolition Debris,28C40028,08/10/2022,08/09/2027,
Plan It Waste & Recycling Inc,274 Greenfield Ave,,Ballston Spa,NY,12020,Saratoga,5,5188854100,Plan It Waste & Recycling Inc,Private,VDF - registration,[46V50012],Yes,592917,4765271,,End of Life Vehicles VDFs,46V50012,02/28/2024,02/27/2029,"274 Greenfield Ave
Ballston Spa, NY 12020
(43.03442, -73.8596)"
Gerber Top Soil; LLC,7250 Oxbow Road,,Kirkville,NY,13082,Onondaga,7,3156563478,Janet Gerber,Private,Composting - yard trimmings - registration,[34P10026],Yes,421619,4774579,4.2 - Utilization of GIS and existing spatial data,Yard Trimmings,34P10026,06/06/2023,06/05/2028,"7250 Oxbow Road
Kirkville, NY 13082
(43.11939, -75.97018)"
Granby Pit,Stoney Robby Road,,Oswego,NY,13126,Oswego,7,3155646784,WD Malone Trucking & Excavating; Inc.,Private,CDDHRF - concrete rock brick - registration,[38C10034],Yes,382481,4800848,1 - No accuracy stated,Brick;Concrete,38C10034,05/18/2023,05/17/2028,
Hornell TS,6360 East Avenue Extension,,Hornell,NY,14843,Steuben,8,6073247985,Steuben County,County,Transfer facility - less than 50 tpd - registration,[51T10002],Yes,281548,4687387,,Commingled Paper & Containers;Construction & Demolition Debris;Waste Tires;MSW (Residential/Institutional & Commercial),51T10002,07/27/2023,07/27/2028,"6360 East Avenue Extension
Hornell, NY 14843
(42.3098, -77.65085)"
Delaware County SWMF,32230 NYS Route 10,,Walton,NY,13856,Delaware,4,6077462128,Delaware County,County,Composting - biosolids/other - permit,[13PP5601],Yes,495542,4667569,1.1 - Obtained from original submission and unverified process,,4-1256-00008/00011,10/13/2023,10/12/2028,"32230 NYS Route 10
Walton, NY 13856
(42.16169, -75.04848)"
Kinsella Barrett Plant,4800 Solvay Road Ext.,,Jamesville,NY,13078,Onondaga,7,3153780657,Heidelberg Materials Northeast NY; LLC,Private,CDDHRF - uncontaminated soil sand gravel rock - registration,[34C60033],Yes,412430,4761773,1 - No accuracy stated,Soil (Clean),34C60033,06/05/2023,06/04/2028,"4800 Solvay Road Ext.
Jamesville, NY 13078
(43.002, -76.07276)"
Enviro Waste Oil Recovery Corp,279 US Route 6,,Mahopac,NY,10541,Putnam,3,9149061453,Aaron Deems,Private,Used oil - permit,[40QP0001],Yes,604748,4578787,,,3-3720-00115/00003,08/02/2023,08/01/2028,"279 US Route 6
Mahopac, NY 10541
(41.35368, -73.74792)"
Holcim US - Ravena Cement Plant,1916 State Route 9W,,Coeymans,NY,12143,Albany,4,5187565028,Holcim US - Ravena Cement Plant,Private,Landfill - industrial waste monofill - permit,[01N20],Yes,597471,4706624,,Dust (Cement Kiln);Cement Contaminated with Coal,4-0124-00001/00053,08/16/2024,03/14/2034,"1916 State Route 9W
Coeymans, NY 12143
(42.50516, -73.8204)"
American Recycling Management LLC,172-33 Douglas Avenue,,Jamaica,NY,11433,Queens,2,7187392301,Christopher Hein,Private,Transfer facility - permit,[41T06],Yes,602608,4506728,,,2-6307-00108/00002,07/11/2019,07/10/2024,"172-33 Douglas Avenue
Jamaica, NY 11433
(40.7048, -73.78605)"
J & J Auto Parts Inc,1317 County Road #7,,Clifton Springs,NY,14432,Ontario,8,5852899803,Joseph Sebastian & John Sebastian,Private,VDF - registration,[35V50002],Yes,322229,4759693,1 - No accuracy stated,End of Life Vehicles VDFs,35V50002,04/17/2024,04/16/2029,"1317 County Road #7
Clifton Springs, NY 14432
(42.96872, -77.18079)"
NYCDOS Staten Island Transfer Station,600 West Service Road,,Staten Island,NY,10314,Richmond,2,7189671400,NYCDOS,Municipal,Transfer station - permit,[43T33],Yes,568278,4493082,,MSW (Residential/Institutional & Commercial),2-6403-00141/00001,10/30/2024,10/29/2034,"600 West Service Road
Staten Island, NY 10314
(40.58712, -74.19219)"
Featherly's Garage LLC,8333 Ridge Road,,Sodus,NY,14551,Wayne,8,3154839627,Alan Young,Private,Vehicle Dismantling Facility,[7103327],Yes,338535,4786435,,,,,,"8333 Ridge Road
Sodus, NY 14551
(43.21312, -76.98766)"
National Grid,287 Maspeth Avenue,,Brooklyn,NY,11222,Kings,2,7182705786,nicholas Calabro,Private,C&D processing - registration,[24W38],Yes,590236,4508096,4.3 - Utilization of Digital Orthophoto Quads,Asphalt;Concrete;Brick;Rock;Soil (Clean);Construction & Demolition Debris,24W38,,,"287 Maspeth Avenue
Brooklyn, NY 11222
(40.71901, -73.93143)"
Norwood Recycling Center,4 Bernard Avenue,,Norwood,NY,13668,St. Lawrence,6,3153532372,Norwood Lake Association,Private,RHRF - registration,[45R10033],Yes,500434,4955213,4.1 - Address Matching,Single Stream;Plastic;Paperboard/Boxboard;Other Non-Ferrous Scrap Metal;Other Ferrous Scrap Metal;Other Aluminum Scrap Metal;Office Paper;Newspaper;Commingled Paper;Commingled Containers;Clear Glass,45R10033,08/30/2022,08/29/2027,"4 Bernard Avenue
Norwood, NY 13668
(44.74963, -74.99658)"
Richview Farm,167 Bunker Hill Road,,Cossayuna,NY,12813,Washington,5,5183618129,New England Waste Services of ME. Inc; DBA Casella Organics,,Land application - UFPW - registration,[58A30027],Yes,629176,4782846,,Sludge (Papermill),58A30027,08/15/2025,08/14/2030,"167 Bunker Hill Road
Cossayuna, NY 12813
(43.18694, -73.41342)"
Van Voorhis Farm; Inc,432 Fishers Road,,Victor,NY,14453,Ontario,8,5859245506,Jack Van Voorhis,Private,Landfill - land clearing debris,[35D12],Yes,298350,4765250,2 - Manual Measurements,Land Clearing Debris,,,,"432 Fishers Road
Victor, NY 14453
(43.01672, -77.4718)"
Theresa Transfer Station,25770 State Route 411,,Theresa,NY,13691,Jefferson,6,3156284108,Town of Theresa,Municipal,Transfer facility - less than 50 tpd - registration,[23T10021],Yes,431576,4893992,4.1 - Address Matching,MSW (Residential/Institutional & Commercial),23T10021,11/21/2024,11/20/2029,"25770 State Route 411
Theresa, NY 13691
(44.19633, -75.85603)"
MEG Buffalo,4429 Walden Avenue,,Lancaster,NY,14086,Erie,9,7165970001,Miller Environmental Group; Inc.,Private,Used oil - permit,[15QP0091],Yes,205915,4758879,4.2 - Utilization of GIS and existing spatial data,Waste Oil (Other);Used Oil;Waste Oil (Automotive),9-1452-00345/00001,02/11/2022,05/17/2025,"4429 Walden Avenue
Lancaster, NY 14086
(42.92591, -78.60327)"
Stephens Auto Inc.,7450 Seneca Road North,,Hornell,NY,14843,Steuben,8,6073823038,Larry D. Stephens,Private,VDF - small - registration,[51V20030],Yes,280506,4693448,,,,,,"7450 Seneca Road North
Hornell, NY 14843
(42.36208, -77.6657)"
Lloyd TS (T),20Elmer Place,,Highland,NY,12528,Ulster,3,8452208123,Town of Lloyd,Municipal,Transfer facility - less than 50 tpd - registration,[56T10010],Yes,582452,4622511,,MSW (Residential/Institutional & Commercial);Commingled Paper & Containers;Corrugated Cardboard;Junk Mail;Magazines;Newspaper;Office Paper;White Goods;Metals (Ferrous & Non-Ferrous),56T10010,05/22/2025,05/21/2030,"20Elmer Place
Highland, NY 12528
(41.7518, -74.01349)"
Dutcher's Inc,4495 Cramer Road,,Morrisville,NY,13408,Madison,7,3156849212,Gregory Dutcher,Private,VDF - registration,[27V50005],Yes,448366,4752842,,End of Life Vehicles VDFs,27V50005,05/16/2023,05/15/2028,"4495 Cramer Road
Morrisville, NY 13408
(42.92658, -75.63289)"
Grasslands SPF Land Application,283 Smith Road,,Chateaugay,NY,12920,Franklin,5,5184976496,Casella Organics,Private,Land application - UFPW - registration,[17A30005],Yes,576615,4977537,4 - GIS Assisted,Sludge (Papermill),17A30005,10/24/2024,10/24/2029,"283 Smith Road
Chateaugay, NY 12920
(44.94527, -74.02867)"
